job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1532,Data Analyst,Pune,Finance,97809-114784,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,1,Temporary,Not Applicable,PhD,Retail,Product,0
1533,Sales Executive,Kolkata,Human Resources,65400-110669,Accenture,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,1,1,Temporary,Entry level,Bachelor's Degree,Education,Sales,0
1534,Graphic Designer,Kolkata,Finance,99865-121340,Wipro,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Part-time,Internship,B.Com,Retail,IT,0
1535,Bitcoin Trading Expert Needed,Remote,Other,192614-467494,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,No experience required. Just have a smartphone and internet.,Weekly payout,1,0,0,Part-time,Not Applicable,High School or equivalent,,,1
1536,HR Specialist,Pune,Design,,IBM India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Part-time,Mid-Senior level,BCA,Manufacturing,Human Resources,0
1537,Work From Home – Earn $5000/week,Online,,89006-148639,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Willing to work independently. No qualifications needed.,Unlimited earning potential,1,0,0,Part-time,Not Applicable,Unspecified,Other,Other,1
1538,Marketing Manager,Delhi,IT,42265-65616,Swiggy,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,0,Temporary,Not Applicable,MBA,BFSI,Design,0
1539,Financial Analyst,Kolkata,Finance,40992-84080,Oracle India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Full-time,Not Applicable,Master's Degree,Healthcare,Product,0
1540,Customer Support Agent,Gurgaon,Human Resources,101994-129298,Accenture,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Part-time,Entry level,Bachelor's Degree,Manufacturing,Finance,0
1541,Data Analyst,Delhi,Operations,104459-151379,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,0,0,Contract,Director,B.Tech,Education,Marketing,0
1542,Envelope Stuffing Job – High Pay,Remote,Sales,140889-354095,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,,Weekly payout,1,0,0,Other,Not Applicable,Unspecified,Other,Other,1
1543,Financial Analyst,Ahmedabad,Sales,30851-59305,Zomato,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,1,Contract,Internship,MCA,Information Technology,Operations,0
1544,UI/UX Designer,Delhi,Finance,94316-123424,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Temporary,Director,B.Tech,BFSI,Operations,0
1545,Product Manager,Noida,IT,,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Full-time,Not Applicable,PhD,Retail,Marketing,0
1546,Marketing Manager,Bengaluru,Design,,IBM India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Part-time,Internship,B.Tech,Manufacturing,Marketing,0
1547,Content Writer,Kolkata,Operations,119797-146880,HDFC Bank,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Contract,Entry level,PhD,BFSI,Engineering,0
1548,Operations Manager,Gurgaon,Engineering,,Paytm,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,1,Temporary,Not Applicable,B.Com,Retail,Product,0
