job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,requirements_length,has_company,missing_fields,max_salary,salary_anomaly,has_salary,scam_keyword_count,employment_risk,is_wfh,trust_score,risk_level,Label
1816,DevOps Engineer,Chennai,Operations,38048-51953,IBM India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,1,Full-time,Mid-Senior level,Master's Degree,Manufacturing,Design,0,275,140,1,0,51953,0,1,0,0,1,100,Low Risk,Real
1817,Envelope Stuffing Job – High Pay,Remote,,229558-499578,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Temporary,Not Applicable,Unspecified,Other,,1,156,53,1,1,499578,1,1,1,1,1,52,Medium Risk,Fake
1818,Data Analyst,Ahmedabad,Design,96911-127512,Oracle India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Part-time,Not Applicable,Master's Degree,Manufacturing,IT,0,194,134,1,0,127512,0,1,0,1,0,95,Low Risk,Real
1819,HR Specialist,Chennai,Design,51891-66169,Paytm,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,1,Contract,Internship,B.Tech,BFSI,Product,0,194,140,1,0,66169,0,1,0,0,1,100,Low Risk,Real
1820,Graphic Designer,Mumbai,Product,83347-117165,Swiggy,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Temporary,Not Applicable,MBA,Manufacturing,Finance,0,221,130,1,0,117165,0,1,0,1,0,95,Low Risk,Real
1821,Product Manager,Bengaluru,Design,,,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,0,0,Part-time,Mid-Senior level,PhD,Education,Product,0,164,130,0,2,0,0,0,0,1,1,35,Medium Risk,Real
1822,Marketing Manager,Hyderabad,IT,,Amazon India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,0,Contract,Entry level,BCA,Healthcare,Engineering,0,164,140,1,1,0,0,0,0,0,0,95,Low Risk,Real
1823,Operations Manager,Noida,Sales,76118-113700,Oracle India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Full-time,Mid-Senior level,MBA,Retail,Human Resources,0,275,130,1,0,113700,0,1,0,0,1,100,Low Risk,Real
1824,Graphic Designer,Hyderabad,Design,,Cognizant,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,1,Part-time,Internship,Master's Degree,Retail,Finance,0,275,134,1,2,0,0,0,0,1,0,85,Low Risk,Real
1825,Be Your Own Boss – Immediate Hire,Anywhere,Sales,193156-445784,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,,Weekly payout,1,0,0,Part-time,Not Applicable,High School or equivalent,Online,,1,141,0,0,2,445784,1,1,3,1,1,0,High Risk,Fake
1826,Sales Executive,Ahmedabad,Sales,92087-134867,Accenture,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,1,0,Part-time,Director,B.Com,Finance,Marketing,0,194,130,1,1,134867,0,1,0,1,0,90,Low Risk,Real
1827,Product Manager,Bengaluru,Finance,,Swiggy,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,0,Part-time,Director,PhD,Finance,IT,0,164,134,1,1,0,0,0,0,1,0,90,Low Risk,Real
1828,Easy Money – No Experience Needed,Online,Sales,102627-359991,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,,Unlimited earning potential,1,0,0,Other,Not Applicable,,Other,Other,1,141,0,0,3,359991,1,1,4,2,1,0,High Risk,Fake
1829,HR Specialist,Delhi,Finance,,Cognizant,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,1,Contract,Director,Master's Degree,Finance,Human Resources,0,194,140,1,2,0,0,0,0,0,0,90,Low Risk,Real
1830,Be Your Own Boss – Immediate Hire,Work From Home,,102051-322663,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Other,Not Applicable,,Other,Other,1,153,53,1,2,322663,1,1,5,2,1,10,High Risk,Fake
1831,Financial Analyst,Gurgaon,Sales,,Amazon India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Part-time,Not Applicable,Master's Degree,Education,Design,0,164,130,1,1,0,0,0,0,1,0,90,Low Risk,Real
1832,Be Your Own Boss – Immediate Hire,Work From Home,Other,178901-410210,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Willing to work independently. No qualifications needed.,,1,0,0,Other,Not Applicable,Unspecified,,Other,1,141,56,0,3,410210,1,1,3,2,1,0,High Risk,Fake
1833,UI/UX Designer,Chennai,Marketing,,Paytm,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Temporary,Mid-Senior level,Master's Degree,Retail,IT,0,275,140,1,1,0,0,0,0,1,0,90,Low Risk,Real
1834,Easy Money – No Experience Needed,Work From Home,,89932-328699,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,,Fast cash,1,0,0,Temporary,Not Applicable,Unspecified,,,1,153,0,1,3,328699,1,1,6,1,1,2,High Risk,Fake
1835,DevOps Engineer,Gurgaon,IT,46338-62423,Wipro,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Contract,Mid-Senior level,MBA,Finance,Finance,0,221,130,1,0,62423,0,1,0,0,1,100,Low Risk,Real
1836,Financial Analyst,Kolkata,Marketing,57686-87473,IBM India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",1,1,1,Full-time,Entry level,MCA,Finance,Marketing,0,221,140,1,0,87473,0,1,0,0,1,100,Low Risk,Real
1837,DevOps Engineer,Chennai,Finance,59552-92228,Cognizant,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,0,Part-time,Director,B.Tech,Finance,Sales,0,221,134,1,0,92228,0,1,0,1,0,95,Low Risk,Real
1838,Financial Analyst,Pune,Finance,60803-76823,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Temporary,Internship,Master's Degree,BFSI,Operations,0,194,130,1,1,76823,0,1,0,1,1,90,Low Risk,Real
